10,9,97,34,95,88,75,32,82,76,59,55,89,35,71,16,92,44,53,47,39,46,54,84,36,14,63,65,69,41,20,79,4,91,42,57,3,21,13,99,68,78,33,85,67,52,18,1,58,12,24,50,56,23,40,22,94,28,29,7,83,80,45,86,87,96,2,61,74,72,51,90,70,11,37,73,43,66,49,62,6,100,77,26,98,31,38,15,81,30,27,25,64,93,17,19,5,60,48,8
75,35,88,89,36,76,57,12,54,97,41,68,59,67,21,1,91,82,71,52,95,55,33,44,63,46,78,79,53,69,18,16,85,39,32,84,4,65,20,13,24,50,9,92,58,3,99,47,34,10,42,14,25,72,27,45,26,6,7,11,61,22,74,29,37,60,83,48,28,23,19,70,66,17,77,40,87,30,8,73,64,94,51,5,31,93,81,98,90,100,49,86,38,2,96,80,56,62,43,15
56,22,86,8,94,5,70,100,2,29,31,40,28,93,66,48,62,30,11,77,45,43,81,26,60,7,73,38,37,72,25,83,90,96,80,87,74,64,15,98,51,19,49,6,61,17,23,27,79,10,63,16,42,39,33,68,13,57,3,55,59,50,52,58,53,18,32,34,54,78,71,76,4,1,21,20,35,82,36,67,12,69,44,84,24,91,99,89,65,88,85,97,41,14,95,47,46,9,92,75
51,70,56,49,23,29,37,86,100,6,60,27,2,38,72,25,11,30,8,73,64,26,40,22,93,94,43,83,45,48,77,19,17,80,87,96,31,66,61,5,98,7,81,62,74,15,90,28,4,79,76,18,42,65,21,71,46,92,58,59,44,54,63,69,36,68,41,57,84,52,91,13,16,39,50,1,34,85,35,75,53,88,24,82,47,33,10,67,9,99,89,95,12,55,32,3,97,20,78,14
54,3,82,95,78,89,47,50,33,24,99,88,53,32,20,21,63,10,76,67,85,59,39,35,42,16,84,46,1,14,97,12,79,75,69,91,36,13,57,44,41,68,55,58,52,71,18,34,92,4,65,9,73,72,61,11,31,51,26,62,81,6,83,38,40,22,87,80,96,77,49,25,43,29,48,90,60,37,23,5,15,70,94,66,56,19,30,74,8,27,93,2,45,17,7,100,98,28,64,86
21,67,76,85,88,10,52,39,92,63,42,53,13,84,1,57,35,20,16,34,4,58,41,82,65,9,54,18,47,14,33,69,32,79,59,99,95,89,46,75,50,3,91,24,97,36,44,78,68,71,55,12,72,66,60,43,98,38,64,25,8,70,37,27,29,7,6,11,86,81,17,61,87,56,48,19,40,49,15,31,45,94,77,62,93,26,96,2,100,30,80,74,51,23,73,83,5,90,22,28
89,46,13,69,75,33,92,85,1,3,59,34,54,47,95,91,42,4,41,82,18,84,63,57,9,44,65,21,52,16,79,99,78,14,76,53,88,39,67,12,10,24,50,55,36,32,35,68,97,71,20,58,80,8,37,31,96,60,90,94,45,25,26,49,19,43,51,6,15,93,66,30,11,38,2,17,27,5,73,28,29,86,70,72,61,87,98,64,74,22,48,100,40,77,56,7,81,62,83,23
81,72,43,56,6,26,100,62,40,45,17,37,49,7,66,98,86,28,83,38,74,61,15,29,8,25,51,87,60,2,5,80,64,30,96,90,48,77,27,70,19,23,31,11,93,22,94,73,52,12,1,79,95,50,57,76,32,24,16,18,36,92,34,58,54,33,21,69,68,63,42,71,59,9,85,89,13,46,65,10,39,78,35,97,99,82,55,53,88,14,4,91,3,41,67,75,47,20,44,84
71,14,20,67,47,33,65,84,32,75,99,50,95,53,82,63,4,18,46,16,35,34,24,88,52,89,92,36,79,3,21,59,44,57,91,97,68,54,39,78,41,12,10,55,76,69,1,42,9,85,58,13,22,31,6,100,45,40,86,11,5,28,51,81,80,19,83,7,23,72,64,48,49,2,77,93,30,74,61,96,17,66,27,26,38,43,60,29,15,37,56,73,70,62,25,98,94,87,90,8
96,6,94,72,80,98,40,100,17,19,2,48,60,62,70,61,43,8,49,87,51,30,15,45,83,66,5,27,7,81,29,93,28,31,90,37,77,22,64,86,38,11,74,56,73,25,26,23,47,99,39,32,85,3,34,67,88,55,57,36,79,92,16,53,42,75,46,68,84,33,76,59,21,78,58,1,14,95,91,52,69,4,41,54,20,18,71,24,12,65,50,9,82,63,35,89,44,13,97,10
